Espeon,11,0,525,65,65,60,130,95,110
Espurr,11,0,355,62,48,54,63,60,68
Eternatus,8,15,690,140,85,95,145,95,130
Excadrill,9,17,508,110,135,60,50,65,88
Exeggcute,5,11,325,60,40,80,60,45,40
Exeggutor,5,11,530,95,95,85,125,75,55
Exploud,1,0,490,104,91,63,91,73,68
Falinks,7,0,470,65,100,100,70,60,75
Farfetch'd,1,10,377,52,90,55,58,62,60
Fearow,1,10,442,65,90,65,61,61,100
Feebas,3,0,200,20,15,20,10,55,80
Fennekin,2,0,307,40,45,40,62,60,60
Feraligatr,3,0,530,85,105,100,79,83,78
Ferroseed,5,17,305,44,50,91,24,86,10
Ferrothorn,5,17,489,74,94,131,54,116,20
Finneon,3,0,330,49,49,56,49,61,66
Flaaffy,4,0,365,70,55,55,80,60,45
Flabébé,18,0,303,44,38,39,61,79,42
Flapple,5,15,485,70,110,80,95,60,70
Flareon,2,0,525,65,130,60,95,110,65
Fletchinder,2,10,382,62,73,55,56,52,84
Fletchling,1,10,278,45,50,43,40,38,62
Floatzel,3,0,495,85,105,55,85,50,115
Floette,18,0,371,54,45,47,75,98,52
Florges,18,0,552,78,65,68,112,154,75
Flygon,9,15,520,80,100,80,80,80,100
Fomantis,5,0,250,40,55,35,50,35,35
Foongus,5,8,294,69,55,45,55,55,15
Forretress,12,17,465,75,90,140,60,60,40
Fraxure,15,0,410,66,117,70,40,50,67
Frillish,3,14,335,55,40,50,65,85,40
Froakie,3,0,314,41,56,40,62,44,71
Frogadier,3,0,405,54,63,52,83,56,97
Froslass,6,14,480,70,80,70,80,70,110
Frosmoth,6,12,475,70,65,60,125,90,65
Furfrou,1,0,472,75,80,60,65,90,102
Furret,1,0,415,85,76,64,45,55,90
Gabite,15,9,410,68,90,65,50,55,82
Gallade,11,7,518,68,125,65,65,115,80
Galvantula,12,4,472,70,77,60,97,60,108
Garbodor,8,0,474,80,95,82,60,82,75
Garchomp,15,9,600,108,130,95,80,85,102
Gardevoir,11,18,518,68,65,65,125,115,80
Gastly,14,8,310,30,35,30,100,35,80
Gastrodon,3,9,475,111,83,68,92,82,39
Genesect,12,17,600,71,120,95,120,95,99
Gengar,14,8,500,60,65,60,130,75,110
Geodude,13,9,300,40,80,100,30,30,20
Gible,15,9,300,58,70,45,40,45,42
Gigalith,13,0,515,85,135,130,60,80,25
Girafarig,1,11,455,70,80,65,90,65,85
Giratina,14,15,680,150,100,120,100,120,90
Glaceon,6,0,525,65,60,110,130,95,65
Glalie,6,0,480,80,80,80,80,80,80
Glameow,1,0,310,49,55,42,42,37,85
Gligar,9,10,430,65,75,105,35,65,85
Gliscor,9,10,510,75,95,125,45,75,95
Gloom,5,8,395,60,65,70,85,75,40
Gogoat,5,0,531,123,100,62,97,81,68
Golbat,8,10,455,75,80,70,65,75,90
Goldeen,3,0,320,45,67,60,35,50,63
Golduck,3,0,500,80,82,78,95,80,85
Golem,13,9,495,80,120,130,55,65,45
Golett,9,14,303,59,74,50,35,50,35
Golisopod,12,3,530,75,125,140,60,90,40
Golurk,9,14,483,89,124,80,55,80,55
Goodra,15,0,600,90,100,70,110,150,80
Goomy,15,0,300,45,50,35,55,75,40
Gorebyss,3,0,485,55,84,105,114,75,52
Gossifleur,5,0,250,40,40,60,40,60,10
Gothita,11,0,290,45,30,50,55,65,45
Gothitelle,11,0,490,70,55,95,95,110,65
Gothorita,11,0,390,60,45,70,75,85,55
Gourgeist,14,5,494,65,90,122,58,75,84
Granbull,18,0,450,90,120,75,60,60,45
Grapploct,7,0,480,80,118,90,70,80,42
Graveler,13,9,390,55,95,115,45,45,35
Greedent,1,0,460,120,95,95,55,75,20
Greninja,3,16,530,72,95,67,103,71,122
Grimer,8,0,325,80,80,50,40,50,25
Grimmsnarl,16,18,510,95,120,65,95,75,60
Grookey,5,0,310,50,65,50,40,40,65
Grotle,5,0,405,75,89,85,55,65,36
Groudon,9,0,670,100,150,140,100,90,90
Grovyle,5,0,405,50,65,45,85,65,95
Growlithe,2,0,350,55,70,45,70,50,60
Grubbin,12,0,300,47,62,45,55,45,46
Grumpig,11,0,470,80,45,65,90,110,80
Gulpin,8,0,302,70,43,53,43,53,40
Gumshoos,1,0,418,88,110,60,55,60,45
Gurdurr,7,0,405,85,105,85,40,50,40
Guzzlord,16,15,570,223,101,53,97,53,43
Gyarados,3,10,540,95,125,79,60,100,81
Hakamo-o,15,7,420,55,75,90,65,70,65
Happiny,1,0,220,100,5,5,15,65,30
Hariyama,7,0,474,144,120,60,40,60,50
Hatenna,11,0,265,42,30,45,56,53,39
Hatterene,11,18,510,57,90,95,136,103,29
Hattrem,11,0,370,57,40,65,86,73,49
Haunter,14,8,405,45,50,45,115,55,95
Hawlucha,7,10,500,78,92,75,74,63,118
Haxorus,15,0,540,76,147,90,60,70,97
Heatmor,2,0,484,85,97,66,105,66,65
Heatran,2,17,600,91,90,106,130,106,77
Heliolisk,4,1,481,62,55,52,109,94,109
Helioptile,4,1,289,44,38,33,61,43,70
Heracross,12,7,500,80,125,75,40,95,85
Herdier,1,0,370,65,80,65,35,65,60
Hippopotas,9,0,330,68,72,78,38,42,32
Hippowdon,9,0,525,108,112,118,68,72,47
Hitmonchan,7,0,455,50,105,79,35,110,76
Hitmonlee,7,0,455,50,120,53,35,110,87
Hitmontop,7,0,455,50,95,95,35,110,70
Honchkrow,16,10,505,100,125,52,105,52,71
Honedge,17,14,325,45,80,100,35,37,28
Ho-oh,2,10,680,106,130,90,110,154,90
Hoopa,11,14,600,80,110,60,150,130,70
Hoothoot,1,10,262,60,30,30,36,56,50
Hoppip,5,10,250,35,35,40,35,55,50
Horsea,3,0,295,30,40,70,70,25,60
Houndoom,16,2,500,75,90,50,110,80,95
Houndour,16,2,330,45,60,30,80,50,65
Huntail,3,0,485,55,104,105,94,75,52
Hydreigon,16,15,600,92,105,90,125,90,98
Hypno,11,0,483,85,73,70,73,115,67
Igglybuff,1,18,210,90,30,15,40,20,15
Illumise,12,0,430,65,47,75,73,85,85
Impidimp,16,18,265,45,45,30,55,40,50
Incineroar,2,16,530,95,115,90,80,90,60
Indeedee,11,1,475,60,65,55,105,95,95
Infernape,2,7,534,76,104,71,104,71,108
Inkay,16,11,288,53,54,53,37,46,45
Inteleon,3,0,530,70,85,65,125,65,120
Ivysaur,5,8,405,60,62,63,80,80,60
Jangmo-o,15,0,300,45,55,65,45,45,45
Jellicent,3,14,480,100,60,70,85,105,60
Jigglypuff,1,18,270,115,45,20,45,25,20
Jirachi,17,11,600,100,100,100,100,100,100
Jolteon,4,0,525,65,65,60,110,95,130
Joltik,12,4,319,50,47,50,57,50,65
Jumpluff,5,10,460,75,55,70,55,95,110
Jynx,6,11,455,65,50,35,115,95,95
Kabuto,13,3,355,30,80,90,55,45,55
Kabutops,13,3,495,60,115,105,65,70,80
Kadabra,11,0,400,40,35,30,120,70,105
Kakuna,12,8,205,45,25,50,25,25,35
Kangaskhan,1,0,490,105,95,80,40,80,90
Karrablast,12,0,315,50,75,45,40,45,60
Kartana,5,17,570,59,181,131,59,31,109
Kecleon,1,0,440,60,90,70,60,120,40
Keldeo,3,7,580,91,72,90,129,90,108
Kingdra,3,15,540,75,95,95,95,95,85
Kingler,3,0,475,55,130,115,50,50,75
Kirlia,11,18,278,38,35,35,65,55,50
Klang,17,0,440,60,80,95,70,85,50
Klefki,17,18,470,57,80,91,80,87,75
Klink,17,0,300,40,55,70,45,60,30
Klinklang,17,0,520,60,100,115,70,85,90
Koffing,8,0,340,40,65,95,60,45,35
Komala,1,0,480,65,115,65,75,95,65
Kommo-o,15,7,600,75,110,125,100,105,85
Krabby,3,0,325,30,105,90,25,25,50
Kricketot,12,0,194,37,25,41,25,41,25
Kricketune,12,0,384,77,85,51,55,51,65
Krokorok,9,16,351,60,82,45,45,45,74
Krookodile,9,16,519,95,117,80,65,70,92
Kubfu,7,0,385,60,90,60,53,50,72
Kyogre,3,0,670,100,100,90,150,140,90
Kyurem,15,6,660,125,130,90,130,90,95
Lairon,17,13,430,60,90,140,50,50,40
Lampent,14,2,370,60,40,60,95,60,55
Landorus,9,10,600,89,125,90,115,80,101
Lanturn,3,4,460,125,58,58,76,76,67
Lapras,3,6,535,130,85,80,85,95,60
Larvesta,12,2,360,55,85,55,50,55,60
Larvitar,13,9,300,50,64,50,45,50,41
Latias,15,11,600,80,80,90,110,130,110
Latios,15,11,600,80,90,80,130,110,110
Leafeon,5,0,525,65,110,130,60,65,95
Leavanny,12,5,500,75,103,80,70,80,92
Ledian,12,10,390,55,35,50,55,110,85
Ledyba,12,10,265,40,20,30,40,80,55
Lickilicky,1,0,515,110,85,95,80,95,50
Lickitung,1,0,385,90,55,75,60,75,30
Liepard,16,0,446,64,88,50,88,50,106
Lileep,13,5,355,66,41,77,61,87,23
Lilligant,5,0,480,70,60,75,110,75,90
Lillipup,1,0,275,45,60,45,25,45,55
Linoone,1,0,420,78,70,61,50,61,100
Litleo,2,1,369,62,50,58,73,54,72
Litten,2,0,320,45,65,40,60,40,70
Litwick,14,2,275,50,30,55,65,55,20
Lombre,3,5,340,60,50,50,60,70,50
Lopunny,1,0,480,65,76,84,54,96,105
Lotad,3,5,220,40,30,30,40,50,30
Loudred,1,0,360,84,71,43,71,43,48
Lucario,7,17,525,70,110,70,115,70,90
Ludicolo,3,5,480,80,70,70,90,100,70
Lugia,11,10,680,106,90,130,90,154,110
Lumineon,3,0,460,69,69,76,69,86,91
Lunala,11,14,680,137,113,89,137,107,97
Lunatone,13,11,460,90,55,65,95,85,70
Lurantis,5,0,480,70,105,90,80,90,45
Luvdisc,3,0,330,43,30,55,40,65,97
Luxio,4,0,363,60,85,49,60,49,60
Luxray,4,0,523,80,120,79,95,79,70
Machamp,7,0,505,90,130,80,65,85,55
Machoke,7,0,405,80,100,70,50,60,45
Machop,7,0,305,70,80,50,35,35,35
Magby,2,0,365,45,75,37,70,55,83
Magcargo,2,13,430,60,50,120,90,80,30
Magearna,17,18,600,80,95,115,130,115,65
Magikarp,3,0,200,20,10,55,15,20,80
Magmar,2,0,495,65,95,57,100,85,93
Magmortar,2,0,540,75,95,67,125,95,83
Magnemite,4,17,325,25,35,70,95,55,45
Magneton,4,17,465,50,60,95,120,70,70
Magnezone,4,17,535,70,70,115,130,90,60
Makuhita,7,0,237,72,60,30,20,30,25
Malamar,16,11,482,86,92,88,68,75,73
Mamoswine,6,9,530,110,130,80,70,60,80
Manaphy,3,0,600,100,100,100,100,100,100
Mandibuzz,16,10,510,110,65,105,55,95,80
Manectric,4,0,475,70,75,60,105,60,105
Mankey,7,0,305,40,80,35,35,45,70
Mantine,3,10,485,85,40,70,80,140,70
Mantyke,3,10,345,45,20,50,60,120,50
Maractus,5,0,461,75,86,67,106,67,60
Mareanie,8,3,305,50,53,62,43,52,45
Mareep,4,0,280,55,40,40,65,45,35
Marill,3,18,250,70,20,50,20,50,40
Marowak,9,0,425,60,80,110,50,80,45
Marshadow,7,14,600,90,125,80,90,90,125
Marshtomp,3,9,405,70,85,70,60,70,50
Masquerain,12,10,454,70,60,62,100,82,80
Mawile,17,18,380,50,85,85,55,55,50
Medicham,7,11,410,60,60,75,60,75,80
Meditite,7,11,280,30,40,55,40,55,60
Meganium,5,0,525,80,82,100,83,100,80
Melmetal,17,0,600,135,143,143,80,65,34
Meloetta,1,11,600,100,77,77,128,128,90
Meltan,17,0,300,46,65,65,55,35,34
Meowth,1,0,290,40,45,35,40,40,90
Mesprit,11,0,580,80,105,105,105,105,80
Metagross,17,11,600,80,135,130,95,90,70
Metang,17,11,420,60,75,100,55,80,50
Metapod,12,0,205,50,20,55,25,25,30
Mewtwo,11,0,680,106,110,90,154,90,130
Mienfoo,7,0,350,45,85,50,55,50,65
Mienshao,7,0,510,65,125,60,95,60,105
Mightyena,16,0,420,70,90,70,60,60,70
Milcery,18,0,270,45,40,40,50,61,34
Milotic,3,0,540,95,60,79,100,125,81
Miltank,1,0,490,95,80,105,40,70,100
Mime Jr.,11,18,310,20,25,45,70,90,60
Mimikyu,14,18,476,55,90,80,50,105,96
Minccino,1,0,300,55,50,40,40,40,75
Minior,13,10,440,60,60,100,60,100,60
Minun,4,0,405,60,40,50,75,85,95
Misdreavus,14,0,435,60,60,60,85,85,85
Mismagius,14,0,495,60,60,60,105,105,105
Moltres,2,10,580,90,100,90,125,85,90
Monferno,2,7,405,64,78,52,78,52,81
Morelull,5,18,285,40,35,55,65,75,15
Morgrem,16,18,370,65,60,45,75,55,70
Morpeko,4,16,436,58,95,58,70,58,97
Mothim,12,10,424,70,94,50,94,50,66
Mr. Mime,11,18,460,40,45,65,100,120,90
Mr. Rime,11,6,520,80,85,75,110,100,70
Mudbray,9,0,385,70,100,70,45,55,45
Mudkip,3,0,310,50,70,50,50,50,40
Mudsdale,9,0,500,100,125,100,55,85,35
Muk,8,0,500,105,105,75,65,100,50
Munchlax,1,0,390,135,85,40,40,85,5
Munna,11,0,292,76,25,45,67,55,24
Murkrow,16,10,405,60,85,42,85,42,91
Musharna,11,0,487,116,55,85,107,95,29
Naganadel,8,15,540,73,73,73,127,73,121
Natu,11,10,320,40,50,45,70,45,70
Necrozma,11,0,600,97,107,101,127,89,79
Nickit,16,0,245,40,28,28,47,52,50
Nidoking,8,9,505,81,102,77,85,75,85
Nidoqueen,8,9,505,90,92,87,75,85,76
Nidoran♀,8,0,275,55,47,52,40,40,41
Nidoran♂,8,0,273,46,57,40,40,40,50
Nidorina,8,0,365,70,62,67,55,55,56
Nidorino,8,0,365,61,72,57,55,55,65
Nihilego,13,8,570,109,53,47,127,131,103
Nincada,12,9,266,31,45,90,30,30,40
Ninetales,2,0,505,73,76,75,81,100,100
Ninjask,12,10,456,61,90,45,50,50,160
Noctowl,1,10,452,100,50,50,86,96,70
Noibat,10,15,245,40,30,35,45,40,55
Noivern,10,15,535,85,70,80,97,80,123
Nosepass,13,0,375,30,45,135,45,90,30
Numel,2,9,305,60,60,40,65,45,35
Nuzleaf,5,16,340,70,70,40,60,40,60
Obstagoon,16,1,520,93,90,101,60,81,95
Octillery,3,0,480,75,105,75,105,75,45
Oddish,5,8,320,45,50,55,75,65,30
Omanyte,13,3,355,35,40,100,90,55,35
Omastar,13,3,495,70,60,125,115,70,55
Onix,13,9,385,35,45,160,30,45,70
Oranguru,1,11,490,90,60,80,90,110,60
Orbeetle,12,11,505,60,45,110,80,120,90
Oricorio,2,10,476,75,70,70,98,70,93
Oshawott,3,0,308,55,55,45,63,45,45
Pachirisu,4,0,405,60,45,70,45,90,95
Palkia,3,15,680,90,120,100,150,120,100
Palossand,14,9,480,85,75,110,100,75,35
Palpitoad,3,9,384,75,65,55,65,55,69
Pancham,7,0,348,67,82,62,46,48,43
Pangoro,7,16,495,95,124,78,69,71,58
Panpour,3,0,316,50,53,48,53,48,64
Paras,12,5,285,35,70,55,45,55,25
Parasect,12,5,405,60,95,80,60,80,30
Passimian,7,0,490,100,120,90,40,60,80
Patrat,1,0,255,45,55,39,35,39,42
Pawniard,16,17,340,45,85,70,40,40,60
Pelipper,3,10,440,60,50,100,95,70,65
Perrserker,17,0,440,70,110,100,50,60,50
Persian,1,0,440,65,70,60,65,65,115
Petilil,5,0,280,45,35,50,70,50,30
Phanpy,9,0,330,90,60,60,40,40,40
Phantump,14,5,309,43,70,48,50,60,38
Pheromosa,12,7,570,71,137,37,137,37,151
Pichu,4,0,205,20,40,15,35,35,60
Pidgeot,1,10,479,83,80,75,70,70,101
Pidgeotto,1,10,349,63,60,55,50,50,71
Pidgey,1,10,251,40,45,40,35,35,56
Pidove,1,10,264,50,55,50,36,30,43
Pignite,2,7,418,90,93,55,70,55,55
Pikachu,4,0,320,35,55,40,50,50,90
Pikipek,1,10,265,35,75,30,30,30,65
Piloswine,6,9,450,100,100,80,60,60,50
Pincurchin,4,0,435,48,101,95,91,85,15
Pineco,12,0,290,50,65,90,35,35,15
Pinsir,12,0,500,65,125,100,55,70,85
Piplup,3,0,314,53,51,53,61,56,40
Plusle,4,0,405,60,50,40,85,75,95
Poipole,8,0,420,67,73,67,73,67,73
Politoed,3,0,500,90,75,75,90,100,70
Poliwag,3,0,300,40,50,40,40,40,90
Poliwhirl,3,0,385,65,65,65,50,50,90
Poliwrath,3,7,510,90,95,95,70,90,70
Polteageist,14,0,508,60,65,65,134,114,70
Ponyta,2,0,410,50,85,55,65,65,90
Poochyena,16,0,220,35,55,35,30,30,35
Popplio,3,0,320,50,54,54,66,56,40
Porygon,1,0,395,65,60,70,85,75,40
Porygon2,1,0,515,85,80,90,105,95,60
Porygon-Z,1,0,535,85,80,70,135,75,90
Primarina,3,18,530,80,74,74,126,116,60
Primeape,7,0,455,65,105,60,60,70,95
Prinplup,3,0,405,64,66,68,81,76,50
Probopass,13,17,525,60,55,145,75,150,40
Psyduck,3,0,320,50,52,48,65,50,55
